action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_name_1,applicant_sex,applicant_sex_name,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_name_1,co_applicant_sex,co_applicant_sex_name,county_code,county_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,tract_to_msamd_income
6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,,7,Not applicable,4,Not applicable,1245.0,4,Not applicable,7,Not applicable,4,Not applicable,125.0,Oakland County,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),79600.0,93,2206.0,1588.0,9.789999961853027,6171.0,78.93000030517578
4,Application withdrawn by applicant,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,211.0,5,White,1,Male,9706.0,2,Not Hispanic or Latino,5,White,2,Female,123.0,Newaygo County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,55800.0,142,2082.0,1281.0,6.21999979019165,3938.0,102.72000122070312
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,70.0,5,White,1,Male,7411.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,93.0,Livingston County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,244,555.0,456.0,8.470000267028809,2361.0,75.0999984741211
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,71.0,5,White,1,Male,9501.0,2,Not Hispanic or Latino,5,White,2,Female,137.0,Otsego County,2,Not a HOEPA loan,3,Not secured by a lien,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,55800.0,2,1766.0,973.0,5.420000076293945,2917.0,101.3000030517578
6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,57.0,7,Not applicable,4,Not applicable,116.0,4,Not applicable,7,Not applicable,4,Not applicable,21.0,Berrien County,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,3,VA-guaranteed,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),61000.0,158,954.0,595.0,13.270000457763672,1748.0,91.47000122070312
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,260.0,5,White,1,Male,214.0,2,Not Hispanic or Latino,5,White,2,Female,21.0,Berrien County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,61000.0,176,1513.0,784.0,34.56999969482422,3567.0,98.75
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,60.0,2,Asian,2,Female,18.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,81.0,Kent County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",67000.0,169,2242.0,1981.0,11.529999732971191,6711.0,103.36000061035156
4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,87.0,5,White,1,Male,7105.0,2,Not Hispanic or Latino,5,White,2,Female,93.0,Livingston County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,325,709.0,595.0,9.130000114440918,1818.0,117.4800033569336
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,55.0,5,White,1,Male,205.04,5,No co-applicant,8,No co-applicant,5,No co-applicant,139.0,Ottawa County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,67000.0,95,830.0,527.0,7.599999904632568,2685.0,101.62000274658205
5,File closed for incompleteness,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,56.0,5,White,2,Female,213.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,21.0,Berrien County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,61000.0,152,1064.0,471.0,66.1500015258789,5584.0,81.58999633789062
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,76.0,5,White,1,Male,9706.0,2,Not Hispanic or Latino,6,"Information not provided by applicant in mail, Internet, or telephone application",2,Female,117.0,Montcalm County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,67000.0,264,2494.0,1612.0,4.019999980926514,5202.0,80.26000213623047
3,Application denied by financial institution,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,33.0,3,Black or African American,1,Male,5840.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,163.0,Wayne County,2,Not a HOEPA loan,3,Not secured by a lien,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,53500.0,7,1298.0,972.0,29.670000076293945,4240.0,99.2300033569336
1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,46.0,5,White,2,Female,9401.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,73.0,Isabella County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,55800.0,55,1885.0,1432.0,7.349999904632568,4326.0,107.0500030517578
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,270.0,5,White,1,Male,56.0,2,Not Hispanic or Latino,5,White,2,Female,65.0,Ingham County,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,68300.0,469,1176.0,955.0,12.93000030517578,2900.0,135.22999572753906
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,66.0,3,Black or African American,1,Male,5547.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,163.0,Wayne County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",53500.0,198,1021.0,812.0,31.11000061035156,2549.0,165.7100067138672
6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,,7,Not applicable,4,Not applicable,7137.0,4,Not applicable,7,Not applicable,4,Not applicable,93.0,Livingston County,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,4,FSA/RHS-guaranteed,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),79600.0,299,1270.0,1135.0,5.019999980926514,4758.0,128.77999877929688
1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,199.0,5,White,1,Male,1351.0,2,Not Hispanic or Latino,5,White,2,Female,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",79600.0,220,1941.0,1836.0,5.71999979019165,5526.0,138.55999755859375
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,42.0,5,White,1,Male,14.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,25.0,Calhoun County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,55700.0,36,1847.0,1032.0,13.579999923706056,4198.0,71.9800033569336
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,32.0,5,White,1,Male,2155.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,99.0,Macomb County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,79600.0,32,2772.0,2319.0,14.369999885559082,7525.0,84.47000122070312
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,61.0,5,White,1,Male,39.0,2,Not Hispanic or Latino,5,White,2,Female,25.0,Calhoun County,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,55700.0,20,1642.0,1434.0,8.399999618530273,4392.0,112.2300033569336
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,45.0,5,White,1,Male,2913.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,111.0,Midland County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),65900.0,106,1820.0,1557.0,4.760000228881836,4602.0,91.2300033569336
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,33.0,5,White,1,Male,104.02,5,No co-applicant,8,No co-applicant,5,No co-applicant,81.0,Kent County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),67000.0,84,1290.0,993.0,12.630000114440918,4071.0,77.44000244140625
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,85.0,5,White,1,Male,127.02,2,Not Hispanic or Latino,5,White,2,Female,81.0,Kent County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),67000.0,170,1501.0,1192.0,31.440000534057617,4446.0,117.43000030517578
6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,,7,Not applicable,4,Not applicable,2211.0,4,Not applicable,7,Not applicable,4,Not applicable,99.0,Macomb County,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,3,VA-guaranteed,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),79600.0,182,2379.0,1918.0,9.56999969482422,6593.0,105.29000091552734
3,Application denied by financial institution,5,NCUA,National Credit Union Administration,3,"Information not provided by applicant in mail, Internet, or telephone application",60.0,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,29.01,3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",2,Female,77.0,Kalamazoo County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,61800.0,182,1509.0,1386.0,8.859999656677246,3838.0,110.62999725341795
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,323.0,5,White,1,Male,1531.0,2,Not Hispanic or Latino,5,White,2,Female,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,549,758.0,748.0,9.420000076293944,2177.0,219.8999938964844
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,107.0,3,Black or African American,2,Female,1612.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",79600.0,156,1873.0,1564.0,77.05000305175781,4906.0,99.81999969482422
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,44.0,5,White,1,Male,1441.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),79600.0,121,1640.0,1297.0,16.350000381469727,4202.0,91.0
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,63.0,5,White,2,Female,2614.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,99.0,Macomb County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),79600.0,143,1097.0,1010.0,8.229999542236328,2784.0,85.3499984741211
